text,rating,source
"Персонал проявил высокую квалификацию и ответственный подход к работе. Замерщики оказались опытными специалистами, которые подробно всё объясняли и учитывали все технические моменты, включая толщину покрытий. Поставка и монтаж металлической входной двери были выполнены точно в оговорённые сроки, без каких-либо задержек. Качество установленной двери и окон хорошее, хотя окна пока немного потеют, но это может быть связано с тем, что помещение сейчас нежилое и не отапливается.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"В компанию я приходила по вопросу установки двери, мне хочется отметить оперативность решения вопроса. Дверь установили быстро и качественно, что оставило очень положительное впечатление.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Окно поставили красиво и аккуратно, не дует, как и просили, причем все сделали в срок, никаких жалоб не было. Мастер всегда придет и все исправит, если что-то случится, например замок заедает. С персоналом все хорошо, менеджмент и работники - все замечательные. С такой компанией хочется и дальше сотрудничать.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Все было сделано внимательно и согласно требованиям, при этом после завершения работы не осталось никакого мусора. Все действия выполнялись спокойно и профессионально, я просто наблюдала за процессом. Установили два окна в течение одного рабочего дня без задержек.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Второй раз устанавливаем окно от данной компании - хорошее, ничего не продувает. Заказывали белое классическое окно со стандартной комплектацией: сеткой и ручкой. Выбрали компанию, когда увидели в браузере, позвонили, оформили. Сотрудники общительные, всегда помогут, где надо.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Монтаж металлической входной двери сделали вовремя, быстро, как и обещали, без задержек. Ребята пришли, все сделали хорошо. Пока что всем довольна. Персонал общался замечательно, никаких замечаний.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мастер оперативно приступил к отделке межкомнатного проема порталом сразу после обращения. Это был спокойный и приятный молодой человек, который внимательно прислушивался к моим пожеланиям и замечаниям. Работу выполнил аккуратно, после себя все убрал. Мы легко нашли общий язык. У меня дома живет кошка, и хотя у мастера аллергия на животных, он отнесся к этому с пониманием и не выражал недовольства.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мастера показали свой профессионализм, выполнив работу четко и быстро, без лишних отвлечений. Они оперативно откликнулись на заказ, а результат превзошел ожидания: отделка дверного проема получилась идеально ровной, без малейших щелей. Я не первый раз пользуюсь услугами этой компании, обустраиваю уже вторую квартиру и каждый раз остаюсь довольным их работой.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Я заказывала окна, поскольку цена здесь чуть дешевле, чем в других компаниях. Позвонила, мне все доступно объяснили, подошла, заказала, все прошло быстро и четко, отношение внимательное. Обращаюсь сюда не впервые, раньше покупала двери.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Объяснили всё понятно, приехали, сделали замеры и выполнили работу качественно. Рулонные шторы «День-ночь» доставили точно в срок, как было указано в договоре, без задержек. Ассортимент рулонных штор порадовал - большой выбор, хотя было трудно определиться. Выбрала эту компанию потому, что только здесь смогли сделать арку и откосы, что нигде больше не предлагали.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Встречали тепло, девочки подробно объяснили, помогли выбрать межкомнатную дверь, учли мои пожелания и бюджет. Особенно оценила, что подробно рассказали про каждую модель: что подойдёт, а что нет, учли, что я пенсионерка. Всё сделали качественно, без скрытых доплат или навязывания. Заказ оформили быстро, доставили и установили в течение двух недель. Мастер работал добросовестно, хотя и неспеша, но результат вышел отличным.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Работа была выполнена нормально, без нареканий! Окна ПВХ поставили и смонтировали в срок, всё сделали качественно. Персонал относился внимательно, общение было комфортным. Выбрала эту компанию потому, что уже не первый раз обращаюсь - ранее ставила двери и окна, всегда оставалась довольна. Основная причина - близость к дому, но также важно, что работают надёжно и без проблем.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Прекрасный сотрудник Антон, очень ответственный и внимательный. Компетентный по всем вопросам, отлично ориентируется в ассортименте. Подсказал всё, несколько раз подтвердил детали. Брали у них межкомнатные двери, обращали внимание на дизайн, покрытие и стоимость — всё просто прекрасно! Мы предпочитаем стиль под классику, сканди.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Все прошло хорошо, меня услышали! Заказывала монтаж межкомнатных дверей с фурнитурой — все как обычно, без особенностей. Двери и наличники белого цвета, не деревянные. Сделали быстро: на следующий день после звонка уже установили.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Выбрали эту компанию, потому что понравилась тахта — объехали кучу магазинов, но остановились здесь. Порадовал богатый ассортимент, приятные продавцы, которые расскажут и покажут всё-всё. Квалифицированный продавец подсказала, показала всё — просто отлично!",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мы заказывали ПВХ окна и москитные сетки по рекомендации знакомых — и не пожалели. Жена принимала монтажников дома, пока меня не было, и осталась довольна: всё сделали быстро и качественно. Особых сложностей с заказом не возникло! Знакомые не зря советовали именно эту компанию — обслуживание на высоте, работают профессионально.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Качество работы персонала меня устроило. Я визуально всё проверил — ПВХ окна и москитные сетки смонтированы отлично, сроки соблюдены. Специалисты установили их примерно за три недели, в конце отдали договор. Особых пожеланий у меня не было, просто нужен был монтаж, и ребята всё сделали как надо.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Сотрудники пришли, я показала на окна, они быстро установили антимоскитные сетки, я проверила — нормально всё. Заказ сделали качественно, молодцы. Понравились сетки — теперь не летают комары, проблема решена, всё отлично. Теперь буду заказывать новые сетки в деревню, так как старые проклевали птицы.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Я заказала межкомнатную дверь нестандартного размера, и ее изготовили за полтора месяца, установили за один день. Дверь качественная, именно такая, как я хотела. Фурнитуру выбирала сама, заменила ту, что шла в комплекте. Осталась довольна!",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Обращаюсь не в первый раз и всегда доволен результатом. Заказывал окна и дверь — качество на высоте, как и в прошлые разы, сделали всё быстро и хорошо.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мне очень понравилось, как установили входной дверной блок — быстро, качественно и без лишних вопросов. Всё зачистили, аккуратно установили и запенили. Раньше у меня был печальный опыт с установкой окон на балконе другой компанией, а здесь всё выполнили очень хорошо и чисто.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Заказали москитную сетку на одно окно. Всё сделали быстро, привезли и установили за пять минут. Очень довольна, комарики теперь не кусают!",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Сотрудники всё сделали быстро и качественно. Нас всё устраивает — окна с обсадными коробками в деревянном доме поставили в срок, как и обещали, несмотря на возможные задержки из-за праздников. Качество работ нас полностью устроило, мы видим свои окна и довольны результатом.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Качество обслуживания было на высоте — всегда звонили. Мастер вежливый, окна и дверь сделал в течение месяца, работал аккуратно, результат порадовал.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Второй раз обратилась в компанию, чтобы заказать межкомнатные двери. Очень удобно, что предыдущий заказ сохранился в базе, и по фотографии смогли найти точно такие же двери, которые у нас уже есть. Цветовая гамма большая, материалов много, можно выбрать на любой вкус. Заказали двери со стеклом фирмы Веллдорис, которые нам очень нравятся. Персонал отнесся внимательно, все быстро нашли и помогли повторить заказ.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Заказывал антикошку на балкон и рулонные жалюзи на кухню. Ребята пришли, все сделали в срок, аккуратно и чисто, без лишних вопросов. По срокам все вполне нормально — изготовили за две-три недели, как раз к солнцу успели. Жалюзи получились небольшие, сантиметров семьдесят.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Ребята работают отлично — быстро, аккуратно и качественно. Мне понравилось, я уже третий раз заказываю окна. Приятно впечатлил балкон — сотрудники начали с утра и до вечера без перерыва, даже чай отказались пить. Всё сделали спокойно, тихо и отлажено. Качество на высоте, замеры совпали.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Всё хорошо, качество работы профессиональное! Что я хотела, то и получила из качественных материалов, независимо от цены. Последний раз был произведен монтаж горизонтальных жалюзи и москитной сетки. Мастера приезжают вовремя и справляются с работой на отлично. Мне нравится выбор товаров в данной компании, поэтому заказываю здесь изделия не первый раз.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Всё прошло отлично, окна установили качественно, стоят хорошо. Хотя сравнивать особо не с чем, но лично меня всё устроило, претензий нет.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мастер из этой компании качественно расширил оконные проёмы и установил деревянные оконные блоки в нашем доме — работал профессионально, без задержек, и результат полностью нас устроил. Уже планируем снова обратиться сюда для установки дверей, так как видно, что специалисты действительно знают своё дело и выполняют работу на совесть.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Монтаж вертикальных жалюзи выполнен быстро, качественно и в согласованные сроки. Особенно порадовало отношение к клиентам: вежливое общение, удобство планирования встречи после работы и приемлемые цены. В других фирмах стоимость услуг в два раза выше, но качество ничуть не лучше.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мне устанавливали межкомнатные двери, и результат превзошёл ожидания - всё выглядит идеально ровно и аккуратно. Порадовали сами сотрудники: работали весело, профессионально, после себя убрали весь мусор. Качество дверей и монтажа полностью соответствует заявленному.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Порадовало качество работ: мастера аккуратно установили вертикальные жалюзи, оставив после себя минимум мусора. Всё сделали буквально за пару часов! Выбрала эту компанию из нескольких вариантов, и не ошиблась - здесь предложили оптимальное соотношение цены и качества. Очень удобной оказалась система постоплаты, что особенно важно для бюджетных организаций.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мне понравилось, как в компании выполнили монтаж металлического входного блока — всё сделали аккуратно, убрали мусор, ничего лишнего не оставили. Особенно ценю, что сотрудники всегда готовы подсказать и дать совет по любому вопросу. Блоком пользуюсь уже некоторое время — всё работает отлично, без нареканий.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Достоинства Хочу выразить свою благодарность салону Интерьер плюс. Мастер этой компании качественно расширил оконные проёмы и установил деревянные оконные блоки в нашем доме- работал профессионально,без задержек,и результат нас полностью устроил.Уже планируем снова обратиться сюда для установки дверей,так как видно,что специалисты знают своё дело и выполняют свою работу на совесть.Спасибо Интерьер плюс.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"В компании заказали интерьер — выполнили всё как договаривались, без сюрпризов по срокам и стоимости. Обращаюсь сюда уже около пяти раз, потому что в Пикалёве не так много вариантов, а здесь работают качественно и без обмана.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Я выбрал компанию повторно, так как ранее уже заказывал у них рулонные жалюзи, остался доволен и не стал экспериментировать с другими фирмами. С установкой двух межкомнатных дверей и портала мастера уложились в обещанные сроки, а качество работы оказалось на уровне. Плюс специалисты оперативно реагировали на замечания, сразу устраняли недочеты.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Окна показали себя с лучшей стороны, они качественные и добротные. Работа была выполнена аккуратно, отношение персонала нормальное, как сказали, так и сделали. Оформление заказа прошло без задержек. Менеджер оперативно сработал, подобрал все необходимые комплектующие по моим размерам, и установили в оговоренные сроки.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Нас все устроило, в том числе цена, отличный материал для обналичивания дверей, эко-шпон, и хорошая работа сотрудников. Сотрудники вовремя приехали, подождали, пока нам дадут свет, и сразу же начали производить работы. Я выбрала компанию, потому что она находится ближе всего к дому.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"В первую очередь меня впечатлило, что ребята все аккуратно сделали и убрали за собой. Они провели монтаж окон ПВХ и всех комплектующих к ним. Моих домочадцев, кто следил за процессом, все устроило, в том числе общение с работниками! Могу отметить, что увиденный мной результат также произвел на меня положительное впечатление! Я выбрал компанию, потому что мои знакомые хорошо о ней отзывались.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Всё было быстро и четко, в принципе, никаких проблем не было. Выполнили работу недели за две, наверное. Нужно было поменять рулонную штору просто по гарантии. Сотрудники сняли ее, всё пришло быстро, потом шторы установили и поменяли, никаких претензий нет. Также хочу отметить, что все специалисты вежливые, поэтому обращаюсь.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Я просто хочу сказать, что Компания Интерьер плюс большие молодцы, все сотрудники очень доброжелательные, хорошие квалифицированные специалисты. Спасибо вам большое!",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"В компании помогли с выбором материалов и оформлением — всё подошло и было сделано аккуратно. Выбрали рулонные шторы цвета какао, и результат полностью устроил. Сотрудники проявили профессионализм и внимательность, что сделало процесс комфортным.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мальчики - молодцы! Они все хорошо, вовремя сделали, все вынесли, занесли, установили входную темно-коричневую дверь с белой вставкой и зеркалом. Было очень приятно, когда они работали! Могу отметить, что ранее молодой человек помог с выбором двери, все рассказал и предложил. Я осталась всем полностью довольна, потому что весь процесс прошел прекрасно!",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Персонал компании — настоящие профессионалы, все услужливые и приветливые. Монтаж ПВХ окон и комплектующих мастера выполнили качественно и работали аккуратно. Предварительно я приехала в офис, и мы всё с менеджером обговорили. Отмечу, что окна и комплектующие были представлены на выставке, я спокойно выбрала то, что мне нравится.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мы заказывали установку межкомнатных дверей в компании. Когда обнаружился брак у двери, сотрудники решили проблему быстро и без лишних вопросов. Это просто удивительно, ведь в других компаниях часто бывает по-другому! Мастер, который занимался монтажом, приходил к нам несколько раз, всегда работал аккуратно и спокойно, а после себя всё убирал. Специалисты грамотно подошли к решению технических сложностей: стены у нас неровные, но с установкой справились отлично. Главное, что любые возникающие вопросы сотрудники обсуждали открыто и находили решения в нашу пользу.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Заказала дверь, и все прошло отлично — цена оказалась невысокой, а качество на высшем уровне. Сотрудники все установили аккуратно, за собой убрали, вынесли лишний мусор. Дверь соответствует заявленным требованиям: открывается и закрывается без проблем, шумоизоляция хорошая. Цвет получился таким же, как на витрине, и никаких дефектов вроде трещин или сколов нет. В целом, все сделано качественно, и я довольна результатом. Если понадобится, снова обращусь сюда.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"В данной компании работают внимательные и заботливые сотрудники, поэтому я неоднократно сюда обращалась. Они всегда выслушают, помогут с выбором ткани для жалюзи, дадут полезные советы и даже предложат скидки пенсионерам. Качество работ на высшем уровне, всё выполняется быстро и аккуратно. У меня все окна, балкон и жалюзи от этой компании, и я доверяю только им.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Обращался для установки двух межкомнатных дверей. После первичной установки, когда мастер поставил двери, понадобилось немного сместить двери в проеме, буквально на 15 миллиметров. Я позвонил, попросил, на следующий день мастер пришел и переставил двери еще раз, пошел навстречу. Обращались не первый раз, все доступно, понятно. Установщики молодцы, все по времени.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
Мне понравилось качество обслуживания. Очень хорошо и аккуратно сделали установку и демонтаж старых дверей. В услугу также входил подъем на этаж. Необходимый материал мы подобрали сами.,5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Третий раз воспользовалась установкой стеклопакетов, осталась довольна работой сотрудников. Нравится, как они выполняют свое дело, какой получается результат. Стеклопакет стоит хорошо, я вижу разницу, поскольку в других компаниях тоже пользовалась данной услугой. Сотрудники максимально тщательно убирают за собой, на вопросы отвечают.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Работа менеджера, по-моему, Михаила очень мне понравилась! Он все понятно рассказал, доступно все объяснил по понравившимся мне дверям. Специалист сказал, какое у них качество, в чем плюсы и минусы, какие используются ручки, петли и все остальное. Установщики хорошо сработали, в оговоренные сроки провели монтаж межкомнатных дверей.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Специалист компании четко выполнил работу, как мы и договаривались, без сюрпризов. Он качественно установил жалюзи на все наши восемь окон. Сейчас всё служит нам исправно.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Мне посоветовали воспользоваться услугами компании. Я сразу обратилась к мастерам, они отлично установили мне межкомнатные двери. Со всем объёмом работы ребята справились за день. Могу всем порекомендовать сотрудников компании за качественное обслуживание и прекрасное отношение. Когда я пришла к ним делать заказ, то получила очень подробные объяснения.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Парень, который к нам пришел, нормально, чисто, хорошо и быстро сработал, провел монтаж входной металлической двери. Он справился за полтора часа, что полностью меня устроило. Могу отметить, что мы уже не первый раз обращались в компанию.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Я все время обращаюсь в компанию, например, по поводу жалюзи, дверей и прочего, так как никогда не возникает никаких проблем и не нужно ничего исправлять. Последний раз мы заказали установку входной двери, и все прошло быстро, в один день. Самое главное, что сотрудники успели до Нового года!",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Все понравилось, двери установили качественно и быстро, в срок. Все работает, открывается без проблем, ничего не скрипит. Хорошая работа!",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Ценовая политика и чёткость, скорость услуги по измерению меня устроила! Мастера приехали и выполнили свою работу, померили кухонное окно в прямо в день обращения вечером. Они справились с поставленной задачей и передали информацию специалистам для ориентирования меня по дальнейшей стоимости работ и материалов.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Компанию Интерьер плюс мы нашли в интернете и вызвали мастера-замерщика. Молодой человек приехал, все сделал, как мы и просили, выслушал все наши пожелания, был с нами очень общительным и вежливым.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Осталась довольна хорошей работой компании, которая быстро и качественно все сделала. Мастера вежливо общались, за восемь часов поставили окна и установили подоконники. В скором времени они продолжат оказывать услуги. Решила обратиться с заказом в фирму по совету знакомых.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
"Заказывал входную дверь, потому что именно она понравилась при выборе в магазине, уже забрал её со склада. Я общался даже с двумя менеджерами и они всё доступно объяснили, что мне нужно, могли ответить на задаваемые вопросы.",5.0,https://www.yell.ru/spb/com/kompaniya-interer-plyus_14445020/reviews/
